date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13
11/29/2020 20:00,-164.6394325,-566.3959503,1860.224584,132.9187652,-334.476007,710.0515627,699.4856301,50.62987862,-304.8948357,558.5452252,-288.7311363,-191.1388597,4086.890575
11/29/2020 21:00,15.90436185,-1361.177252,1551.499801,226.8485771,-389.32343,763.0059188,711.4877476,69.05568318,-306.0020446,558.9817142,-288.5391643,-191.2437999,4086.891887
11/29/2020 22:00,147.3168908,-1971.449855,1165.085251,318.4338587,-443.2914092,813.6691813,722.9750124,87.46130917,-307.102391,559.4135576,-288.3457718,-191.348796,4086.893162
11/29/2020 23:00,221.944628,-2290.62746,710.4346955,405.9257462,-495.9931064,861.843889,733.9327442,105.8443687,-308.1958432,559.8407446,-288.1509579,-191.4538479,4086.8944
11/30/2020 0:00,-68.0303832,-2073.940884,198.7834387,487.575376,-547.0417019,907.3325994,744.3462625,124.2024739,-309.2823697,560.2632645,-287.9547212,-191.5589555,4086.8956
11/30/2020 1:00,-494.5182961,-1409.073961,-348.4879972,561.6338845,-596.050452,949.9379457,754.2008871,142.5332368,-310.3619388,560.6811066,-287.7570608,-191.6641187,4086.896764
11/30/2020 2:00,94.10385019,-520.0113828,-896.1413502,626.3974454,-642.6776691,989.4625801,763.4819374,160.8342696,-311.434519,561.09426,-287.5579754,-191.7693375,4086.897891
11/30/2020 3:00,453.7158554,679.1662733,-1405.919309,680.3718834,-686.7913169,1025.709155,772.1747332,179.1031844,-312.5000786,561.5027139,-287.3574638,-191.8746116,4086.898981
11/30/2020 4:00,-259.1533534,2033.949301,-1839.564561,722.2416145,-728.43795,1058.480322,780.264594,197.3375933,-313.5585862,561.9064577,-287.1555249,-191.9799412,4086.900034
11/30/2020 5:00,-374.098439,2478.111584,-2158.819796,750.8504062,-767.8234747,1087.578734,787.7368395,215.5351084,-314.61001,562.3054805,-286.9521576,-192.085326,4086.90105
11/30/2020 6:00,562.0128238,1420.37248,-2330.750063,765.3113543,-805.4231256,1112.807043,794.5767893,233.6933418,-315.6543185,562.6997716,-286.7473607,-192.1907659,4086.90203
11/30/2020 7:00,-522.4906851,-1121.825864,-2344.314913,765.2118231,-841.5813495,1133.967901,800.7697629,251.8099056,-316.6914802,563.0893202,-286.541133,-192.2962609,4086.902972
11/30/2020 8:00,285.4980994,-2550.807124,-2196.116122,751.8243224,-876.0078725,1150.86396,806.3010801,269.882412,-317.7214633,563.4741155,-286.3334734,-192.4018109,4086.903877
11/30/2020 9:00,-104.6739205,-2551.933933,-1888.799975,726.1179249,-907.9053622,1163.297873,811.1560604,287.908473,-318.7442364,563.8541467,-286.1243807,-192.5074158,4086.904746
11/30/2020 10:00,-153.1718491,-1651.020399,-1449.828909,688.8673184,-936.3822745,1171.072105,815.3200234,305.8857008,-319.7597679,564.2294032,-285.9138538,-192.6130754,4086.905577
11/30/2020 11:00,292.3023301,-416.2609198,-918.7181955,640.8471908,-960.5445215,1173.986581,818.7782889,323.8117075,-320.768026,564.599874,-285.7018915,-192.7187898,4086.906372
11/30/2020 12:00,5.637591294,1216.452135,-336.5360914,582.8322301,-979.4903068,1171.832089,821.517601,341.6841051,-321.7689794,564.9655485,-285.4884926,-192.8245587,4086.90713
11/30/2020 13:00,77.75067404,2275.92863,255.6491461,515.5971242,-992.3147257,1164.390437,823.5305767,359.5005058,-322.7625963,565.3264158,-285.2736561,-192.9303822,4086.907851
