date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12
11/30/2020 17:00,-43.94379434,17.93165737,22.28466739,8.178129486,3.364326402,13.28382287,-8.340455252,7.803627875,10.61404266,28.90054966,-3.922272567,64.48569844
11/30/2020 18:00,-56.21868816,15.40249528,18.47171133,9.676440563,2.080828859,13.67371014,-8.066482191,7.745145461,10.5897471,28.90070596,-3.921303132,64.4856888
11/30/2020 19:00,-64.10666135,12.31353189,13.64449779,11.11461521,0.793340019,14.05430178,-7.791564437,7.686347649,10.56539039,28.90085391,-3.920332048,64.4856792
11/30/2020 20:00,-68.78280203,8.87192788,8.092024242,12.47679803,-0.492919186,14.42518072,-7.515723019,7.627236848,10.54097267,28.90099352,-3.919359314,64.48566964
11/30/2020 21:00,-70.02987689,5.282522476,2.103288173,13.74713363,-1.772727828,14.78592991,-7.238978962,7.567815465,10.51649404,28.90112479,-3.918384929,64.48566012
11/30/2020 22:00,-67.53792528,1.637427589,-4.032712947,14.90976661,-3.040864976,15.13613226,-6.961353296,7.508085908,10.49195467,28.90124772,-3.917408894,64.48565065
11/30/2020 23:00,-62.09668911,-2.241542328,-10.02698164,15.94884158,-4.292109701,15.47537071,-6.682867047,7.448050586,10.46735466,28.90136229,-3.916431208,64.48564121
12/1/2020 0:00,-54.38829701,-6.64018609,-15.59052044,16.84866283,-5.521400749,15.80322818,-6.403541245,7.387711907,10.44269416,28.9014685,-3.91545187,64.48563182
12/1/2020 1:00,-41.6217126,-11.18746752,-20.43433186,17.59418277,-6.724324998,16.11928762,-6.123396915,7.327072279,10.41797329,28.90156636,-3.914470881,64.48562246
12/1/2020 2:00,-26.62804615,-15.40020383,-24.26941843,18.17071961,-7.896835135,16.42313194,-5.842455087,7.266134109,10.39319219,28.90165586,-3.91348824,64.48561315
12/1/2020 3:00,-16.80077524,-19.00284484,-26.80678267,18.56437576,-9.035668026,16.71434408,-5.560736788,7.204899807,10.368351,28.90173699,-3.912503946,64.48560388
12/1/2020 4:00,2.711859769,-21.36019394,-27.77231086,18.7619197,-10.1382266,16.99250697,-5.278263045,7.14337178,10.34344983,28.90180975,-3.911517999,64.48559465
12/1/2020 5:00,40.12852844,-21.92464558,-26.99576887,18.75525481,-11.20248793,17.25720353,-4.995054887,7.081552436,10.31848883,28.90187415,-3.910530399,64.48558546
12/1/2020 6:00,73.44199283,-19.91188422,-24.53596824,18.55504662,-12.226948,17.50801671,-4.71113334,7.019444184,10.29346813,28.90193016,-3.909541145,64.48557631
12/1/2020 7:00,-16.90328609,-14.78237582,-20.6431988,18.17675976,-13.21034108,17.74452942,-4.426519434,6.957049431,10.26838785,28.9019778,-3.908550237,64.4855672
12/1/2020 8:00,-50.93104794,-7.3516023,-15.60453375,17.63589473,-14.15143738,17.96632461,-4.141234195,6.894370586,10.24324813,28.90201705,-3.907557675,64.48555813
12/1/2020 9:00,-71.49121443,0.951136465,-9.707046307,16.94795227,-15.04900727,18.17298519,-3.855298651,6.831410056,10.2180491,28.90204792,-3.906563459,64.48554911
12/1/2020 10:00,-21.55851142,8.891344798,-3.237809685,16.12843308,-15.90182113,18.36409411,-3.568733831,6.768170251,10.19279089,28.9020704,-3.905567587,64.48554012
12/1/2020 11:00,52.89550966,15.42135254,3.516102903,15.19283789,-16.70864934,18.53923428,-3.281560761,6.704653577,10.16747364,28.90208449,-3.90457006,64.48553118
12/1/2020 12:00,68.13332967,19.5394573,10.26761824,14.1566674,-17.4682623,18.69798865,-2.99380047,6.640862444,10.14209748,28.90209018,-3.903570877,64.48552228
