no,no,no,no,no,no,no,no,no,no,no,no,no
7.200580619,-35.57077523,23.07981,2.567967937,36.34292264,-10.70017771,-18.22457739,22.73348527,-2.524519639,-8.656056444,-0.062309829,25.49050944,31.63314035
-0.323886969,-38.52540248,15.29792084,4.911986077,36.4153972,-12.18934788,-18.63166815,22.39349598,-2.341101794,-8.645356126,-0.057762027,25.49253452,31.63319081
5.695484783,-44.39506303,6.038400655,7.012162388,36.00694293,-13.63868902,-18.97547866,22.02325008,-2.157011972,-8.634596881,-0.053192801,25.4945498,31.63324172
10.47079321,-45.43327123,-4.21507062,8.738516137,35.07484721,-15.04078797,-19.25253142,21.62232657,-1.972288356,-8.6237796,-0.048602313,25.4965553,31.63329309
7.159026074,-34.84475151,-14.80249343,9.962917166,33.57418309,-16.3878678,-19.45934894,21.19030444,-1.786969132,-8.612905175,-0.04399072,25.49855103,31.63334491
-3.677900336,-14.42262416,-24.32040084,10.5450527,31.47220621,-17.67215155,-19.59245372,20.72676269,-1.601092486,-8.601974499,-0.039358182,25.500537,31.63339718
-15.63616612,11.42901181,-31.03625086,10.31984313,28.76093907,-18.88586231,-19.64836825,20.23128033,-1.414696603,-8.590988464,-0.034704859,25.50251324,31.63344989
-3.000852435,35.9567696,-33.17931259,9.092206953,25.46240605,-20.02122313,-19.62373277,19.70355405,-1.227819667,-8.57994796,-0.030030909,25.50447975,31.63350307
15.59309485,45.7871271,-29.07797312,6.717819262,21.64699291,-21.07045709,-19.5156924,19.14378548,-1.040499864,-8.568853881,-0.025336491,25.50643656,31.63355669
-14.23451843,31.82266244,-18.21012132,3.459787965,17.39630242,-22.02578724,-19.32165829,18.55244227,-0.85277538,-8.557707118,-0.020621764,25.50838368,31.63361076
-11.80875462,7.09422966,-3.164883594,-0.230949202,12.79193737,-22.87943665,-19.0391429,17.93009337,-0.664684399,-8.546508563,-0.015886889,25.51032113,31.63366529
-7.146526079,-17.51461526,12.71558374,-3.881276535,7.915500522,-23.62362838,-18.66578304,17.27743208,-0.476265107,-8.535259108,-0.011132023,25.51224892,31.63372027
-5.421039414,-36.12402208,26.08912437,-7.018078334,2.848594662,-24.25058551,-18.19937706,16.59531326,-0.287555689,-8.523959645,-0.006357325,25.51416707,31.6337757
4.68273183,-46.90237363,33.61619629,-9.170853198,-2.327177437,-24.75253109,-17.63781849,15.8846869,-0.09859433,-8.512611065,-0.001562956,25.51607559,31.63383158
11.40586392,-46.59009593,32.57555093,-9.991399799,-7.530212999,-25.12168819,-16.97923912,15.14674133,0.090580784,-8.501214261,0.003250926,25.5179745,31.63388791
14.05126646,-34.24316374,23.22964087,-9.587252492,-12.6731593,-25.35020803,-16.22190218,14.38272438,0.279931469,-8.489770125,0.008084162,25.51986383,31.6339447
10.33285865,-12.32421392,8.618414051,-8.202259229,-17.64419287,-25.42977401,-15.3645387,13.59388394,0.469419539,-8.478279549,0.012936593,25.52174357,31.63400194
-0.097914287,14.47408305,-7.785673985,-6.09185404,-22.31990418,-25.3500623,-14.40788694,12.78146786,0.659006809,-8.466743424,0.017808059,25.52361376,31.63405963
-6.954191087,37.9229492,-22.53947625,-3.512751251,-26.57560339,-25.09571492,-13.35771933,11.94672401,0.848655094,-8.455162642,0.022698401,25.5254744,31.63411777
-9.111156141,50.77565221,-32.19984576,-0.720748052,-30.28751779,-24.65016042,-12.22102174,11.09090025,1.038326208,-8.443538096,0.027607461,25.52732551,31.63417636
-9.172907835,50.42761948,-34.20882635,2.049917999,-33.34148923,-23.99682738,-11.00478003,10.21524445,1.227981967,-8.431870677,0.032535079,25.52916711,31.63423541
-5.827664318,40.15932178,-29.5473669,4.632447329,-35.65281606,-23.11914437,-9.715980063,9.321004469,1.417584184,-8.420161278,0.037481096,25.53099921,31.63429491
-0.994138596,23.7667336,-20.07417453,6.863191223,-37.16610378,-22.00163432,-8.361607713,8.409428172,1.607094675,-8.408410789,0.042445354,25.53282183,31.63435486
3.137481461,4.345245033,-7.646098206,8.605153849,-37.85661452,-20.6346153,-6.948648842,7.481763424,1.796475255,-8.396620104,0.047427692,25.53463499,31.63441527
5.166644504,-15.50939032,5.880013102,9.729442202,-37.69604567,-19.02007301,-5.484089313,6.539258088,1.985687739,-8.384790113,0.052427951,25.53643871,31.63447613
6.424849872,-33.87346954,18.64731043,10.10716328,-36.63506692,-17.18102078,-3.974914994,5.583160029,2.17469394,-8.37292171,0.057445973,25.53823298,31.63453744
6.140692893,-48.15226496,28.81082404,9.628807023,-34.63882842,-15.14537448,-2.428111747,4.614717112,2.363455674,-8.361015785,0.062481599,25.54001785,31.6345992
4.240519763,-56.53793978,34.57472424,8.268524842,-31.75614181,-12.94104994,-0.850665439,3.635177199,2.551934757,-8.349073231,0.067534669,25.54179331,31.63466142
-0.305969589,-56.59551889,34.65828821,6.09654792,-28.08749741,-10.59596301,0.750438065,2.645788155,2.740093001,-8.337094939,0.072605024,25.54355939,31.63472409
-8.311959303,-47.4288827,29.78490207,3.387442757,-23.77009026,-8.138029548,2.3682129,1.647797845,2.927892223,-8.325081803,0.077692506,25.5453161,31.63478721
-11.45282264,-28.85314679,21.24690444,0.415760079,-18.94662776,-5.595165389,3.995673201,0.642454132,3.115294237,-8.313034713,0.082796954,25.54706347,31.63485078
1.230977961,-0.183909604,10.39231989,-2.595120536,-13.75876012,-2.995286383,5.625833103,-0.36899512,3.302260858,-8.300954561,0.08791821,25.54880149,31.63491481
10.65440197,33.29780848,-1.420791875,-5.431985551,-8.348006613,-0.366308378,7.25170674,-1.385302046,3.4887539,-8.288842239,0.093056115,25.5505302,31.6349793
-5.882267942,60.13566391,-12.83437116,-7.881621428,-2.855886511,2.263852779,8.866308249,-2.405218783,3.674735179,-8.27669864,0.09821051,25.5522496,31.63504423
0.252648151,58.58889403,-22.59733643,-9.732287241,2.577553526,4.867281242,10.46265176,-3.427497466,3.860166509,-8.264524656,0.103381235,25.55395972,31.63510962
11.17796816,28.67751085,-29.90161777,-10.76624151,7.821365242,7.416061163,12.03375142,-4.450890231,4.045009704,-8.252321177,0.108568132,25.55566056,31.63517546
-10.19555492,-15.37343052,-34.10651927,-10.72723021,12.76648365,9.882276696,13.57262135,-5.474149215,4.229226581,-8.240089096,0.11377104,25.55735215,31.63524176
7.280852316,-47.58689539,-34.54134028,-9.42129586,17.33613563,12.23801199,15.07227568,-6.496026552,4.412778953,-8.227829306,0.118989802,25.5590345,31.63530851
6.487769767,-62.21765557,-30.28975741,-6.902757361,21.45620163,14.45535121,16.52572857,-7.515274379,4.595628635,-8.215542697,0.124224258,25.56070763,31.63537571
-4.776563112,-62.43031571,-20.70733773,-3.530638509,25.05133081,16.50637849,17.92599413,-8.530644833,4.777737443,-8.203230162,0.129474249,25.56237155,31.63544337
-13.14919195,-46.10276044,-7.445875139,0.27082877,28.04617232,18.363178,19.26608651,-9.540890048,4.95906719,-8.190892593,0.134739616,25.56402628,31.63551148
7.458180444,-15.23987818,7.064497414,4.077412546,30.36537531,19.99783389,20.53901984,-10.54476216,5.139579691,-8.178530882,0.140020199,25.56567184,31.63558005
14.38236961,20.39505243,20.34351889,7.464880893,31.93358894,21.3824303,21.73780825,-11.54101331,5.319236763,-8.166145921,0.14531584,25.56730824,31.63564907
-1.915313705,49.22425752,29.91092825,10.00900188,32.67546235,22.4890514,22.85546588,-12.52839562,5.498000218,-8.1537386,0.150626379,25.56893549,31.63571854
-11.92339867,62.63980315,33.28646446,11.28540194,32.51473112,23.29083658,23.88500687,-13.50566124,5.675831872,-8.141309814,0.155951658,25.57055362,31.63578847
0.869361544,56.81287059,28.84721631,11.00216411,31.40514496,23.77221336,24.81944534,-14.47156231,5.85269354,-8.128860453,0.161291516,25.57216264,31.63585885
19.05607191,43.45834787,18.39967197,9.395551576,29.43716763,23.94775089,25.65179544,-15.42485095,6.028547037,-8.116391409,0.166645796,25.57376257,31.63592969
5.011950587,35.56790105,4.607669437,6.819766161,26.74674533,23.84201845,26.37544489,-16.36431524,6.203354176,-8.103903574,0.172014338,25.57535342,31.63600098
-18.3620823,23.14749425,-9.864953275,3.625238544,23.47277777,23.47875733,26.98557089,-17.28888706,6.377076774,-8.091397841,0.177396982,25.5769352,31.63607272
-15.3962747,-4.925740345,-22.35435817,0.1623994,19.75416463,22.87990471,27.47920974,-18.19755324,6.549676645,-8.0788751,0.182793571,25.57850794,31.63614492
4.066744652,-37.51228979,-30.19670723,-3.218320592,15.72980561,22.0653793,27.85551468,-19.08939914,6.721115603,-8.066336245,0.188203943,25.58007165,31.63621758
21.10865992,-59.07695403,-30.72816247,-6.166490754,11.53860039,21.05249514,28.11638796,-19.96365443,6.891355463,-8.053782167,0.193627942,25.58162634,31.63629069
19.76945182,-59.02100879,-22.40571344,-8.392673579,7.319448661,19.85798658,28.26450687,-20.8197441,7.060358041,-8.041213757,0.199065406,25.58317204,31.63636425
-3.743845945,-37.26482059,-8.19040124,-9.851342254,3.211250122,18.49858795,28.30270894,-21.65725342,7.228085151,-8.028631909,0.204516178,25.58470876,31.63643827
-29.84534114,-0.663076424,7.752940207,-10.55771519,-0.64709554,16.99103359,28.23390152,-22.47583747,7.394498607,-8.016037513,0.209980098,25.58623651,31.63651274
-13.65833593,38.10941043,21.23873568,-10.50549585,-4.138141601,15.35205786,28.06100507,-23.27516442,7.559560225,-8.003431462,0.215457007,25.58775531,31.63658767
31.3563122,54.54538204,28.08140994,-9.591040472,-7.241788551,13.59839509,27.78694079,-24.0549032,7.723231819,-7.990814647,0.220946746,25.58926518,31.63666305
-30.57330357,33.43313189,25.40646976,-7.725164815,-9.999061473,11.74677963,27.41462988,-24.81472273,7.885475204,-7.978187961,0.226449155,25.59076613,31.63673889
-19.59062211,-1.119505991,15.5837498,-5.135364519,-12.43664195,9.813945818,26.94699352,-25.55429192,8.046252195,-7.965552295,0.231964077,25.59225818,31.63681518
1.862763201,-31.42204095,2.294166734,-2.131189034,-14.57474186,7.816627998,26.38695292,-26.2732797,8.205524607,-7.952908542,0.23749135,25.59374135,31.63689193
16.98885599,-49.04757936,-10.7813628,0.972056714,-16.42781761,5.771560516,25.73742927,-26.97135499,8.363254254,-7.940257593,0.243030817,25.59521565,31.63696914
26.58232026,-48.31905683,-20.21475322,3.836045903,-17.9873037,3.695477712,25.00134376,-27.6481867,8.519402951,-7.92760034,0.248582319,25.59668109,31.6370468
12.78294683,-28.31114719,-24.12130764,6.121929427,-19.24411235,1.605113931,24.18161759,-28.30344376,8.673932513,-7.914937675,0.254145695,25.5981377,31.63712491
-11.98049505,2.263585683,-23.06549308,7.579866548,-20.21008852,-0.482796485,23.28117197,-28.93679508,8.826804755,-7.90227049,0.259720787,25.59958548,31.63720348
-26.22305716,29.06846317,-18.41795264,8.239361489,-20.90231037,-2.551519192,22.30292807,-29.54790959,8.977981492,-7.889599678,0.265307437,25.60102446,31.63728251
3.970067685,40.76694774,-11.62464219,8.2077178,-21.34034262,-4.584319848,21.2498071,-30.13645621,9.127424537,-7.876926129,0.270905484,25.60245466,31.63736199
24.01914766,37.97987168,-4.006157735,7.594046901,-21.54374856,-6.564464108,20.12473026,-30.70210386,9.275095707,-7.864250736,0.27651477,25.60387608,31.63744193
5.005381019,24.88366073,3.600381236,6.476294415,-21.50086628,-8.475277037,18.93061874,-31.24452145,9.420956815,-7.851574391,0.282135135,25.60528874,31.63752232
-19.56051616,7.118854045,10.38422394,4.94701124,-21.21402418,-10.30069867,17.67039374,-31.76337791,9.564969677,-7.838897985,0.287766421,25.60669267,31.63760317
-19.22357624,-10.18306064,15.5094195,3.1048865,-20.68986709,-12.02649084,16.34697645,-32.25834215,9.707096108,-7.826222411,0.293408468,25.60808787,31.63768448
-3.793291567,-23.63613561,18.13707268,1.051553664,-19.93350193,-13.63995327,14.96328806,-32.7290831,9.847297922,-7.813548561,0.299061117,25.60947436,31.63776624
7.467869167,-29.79144682,17.39683388,-1.079899431,-18.94902518,-15.12939616,13.52224978,-33.17526968,9.985536933,-7.800877326,0.304724209,25.61085216,31.63784846
12.17691139,-25.78180558,12.57896246,-3.074732641,-17.73955054,-16.48411245,12.0267828,-33.5965708,10.12177496,-7.788209598,0.310397586,25.61222128,31.63793113
10.69842126,-12.8704607,4.336897521,-4.698528832,-16.30723032,-17.69435649,10.47980832,-33.99265539,10.25597381,-7.77554627,0.316081087,25.61358175,31.63801426
5.393721132,3.785094975,-4.778413973,-5.716870868,-14.65385206,-18.7507474,8.884247522,-34.36319237,10.3880953,-7.762888233,0.321774553,25.61493357,31.63809785
0.27869608,16.95899422,-11.80221339,-5.884182928,-12.79264316,-19.64362314,7.243021615,-34.70785065,10.51810125,-7.750236379,0.327477827,25.61627676,31.63818189
-2.145930188,20.94053115,-13.76974212,-4.919853903,-10.7719534,-20.36323453,5.559051791,-35.02629916,10.64595348,-7.7375916,0.333190747,25.61761134,31.63826639
-1.420353564,13.4337574,-8.927398534,-2.733815229,-8.612270912,-20.89983242,3.835259244,-35.31820681,10.77161379,-7.724954789,0.338913156,25.61893733,31.63835134
0.061739384,0.491776266,-0.366418582,0.101188759,-6.322462492,-21.24319952,2.074565173,-35.58324254,10.895044,-7.712326836,0.344644895,25.62025474,31.63843676
-0.046810034,-10.49966704,7.61547287,2.849110364,-3.912644909,-21.38124608,0.279890771,-35.82107524,11.01620593,-7.699708634,0.350385803,25.62156358,31.63852262
-1.005138693,-14.28458786,11.19228971,4.77390189,-1.393403046,-21.30150014,-1.545756859,-36.03137386,11.13506138,-7.687101075,0.356135722,25.62286388,31.63860895
1.054661876,-11.51297834,9.148585865,5.297907049,1.224678211,-20.9920734,-3.398786959,-36.2138073,11.25157219,-7.67450505,0.361894494,25.62415564,31.63869573
1.818523399,-5.560901747,3.793397485,4.510658984,3.897390182,-20.44239744,-5.274288894,-36.36804449,11.36570015,-7.661921452,0.367661957,25.62543889,31.63878297
0.449262,1.267408423,-2.411344841,2.789080758,6.451525671,-19.64346009,-7.165795761,-36.49375654,11.47740928,-7.649351173,0.373437955,25.62671364,31.63887067
-1.931943865,7.072570966,-7.306925154,0.521863319,8.702109601,-18.58751899,-9.06557087,-36.59062333,11.58667236,-7.636795104,0.379222327,25.62797991,31.63895882
-1.269872844,8.41108104,-8.624546756,-1.907276053,10.46914056,-17.26748983,-10.96521947,-36.65832694,11.69346436,-7.624254138,0.385014914,25.62923771,31.63904743
-0.577119336,5.29068097,-5.572159869,-4.091173824,11.5724864,-15.67635115,-12.85628395,-36.69654944,11.79776024,-7.611729166,0.390815558,25.63048706,31.6391365
2.537845262,-1.396148319,-0.089838346,-5.529404427,11.83201494,-13.80689168,-14.73049653,-36.70497917,11.89954124,-7.59922108,0.396624099,25.63172798,31.63922603
2.339430235,-5.935233951,5.02445582,-5.71454278,11.09102279,-11.65830314,-16.58029918,-36.68332936,11.99881348,-7.586730772,0.402440378,25.63296048,31.63931601
-3.242018152,-3.606511276,7.230931881,-4.257782347,9.344127606,-9.262302367,-18.39831131,-36.63131891,12.09558876,-7.574259135,0.408264235,25.63418457,31.63940645
3.352991881,3.391643802,5.695132514,-1.206089382,6.839800163,-6.674724867,-20.17715234,-36.54866657,12.18987872,-7.561807059,0.414095513,25.63540028,31.63949734
-0.162426242,4.128690618,1.156886976,2.484471803,3.8841173,-3.955657633,-21.90944167,-36.4350911,12.28169502,-7.549375438,0.419934051,25.63660762,31.6395887
-3.61616407,0.629772071,-3.806256002,5.525438824,0.783155863,-1.16518766,-23.58779872,-36.29031126,12.3710493,-7.536965162,0.425779691,25.6378066,31.63968051
1.218793224,-2.077075689,-6.542957392,6.611504348,-2.171752278,1.63659806,-25.20484289,-36.11404579,12.45795322,-7.524577124,0.431632273,25.63899725,31.63977278
3.584109388,-3.021584674,-5.197856957,4.919795095,-4.76261127,4.389612532,-26.75319359,-35.90601346,12.54241843,-7.512212216,0.437491638,25.64017958,31.63986551
2.1032392,-1.701501521,-0.900837451,1.351073844,-6.843594737,7.033768764,-28.22547024,-35.66593302,12.62445657,-7.49987133,0.443357628,25.64135359,31.6399587
-1.251907663,0.932338872,3.863225722,-2.709914486,-8.282999647,9.508746984,-29.61429224,-35.39352323,12.7040793,-7.487555357,0.449230082,25.64251932,31.64005234
-2.965603058,2.532462481,6.502964522,-5.919111685,-8.950367929,11.75547238,-30.91227902,-35.08850284,12.78129828,-7.47526519,0.455108843,25.64367678,31.64014644
-1.446234127,2.249252026,5.332745206,-7.411935296,-8.73112995,13.73075858,-32.11204997,-34.75059061,12.85612513,-7.46300172,0.46099375,25.64482597,31.640241
1.999798278,0.401218699,1.465417455,-7.352991227,-7.58196975,15.42326306,-33.20622451,-34.37950529,12.92857153,-7.450765839,0.466884645,25.64596693,31.64033602
4.24361678,-1.396312603,-3.2075271,-5.982789887,-5.644062944,16.82906024,-34.18742204,-33.97496564,12.99864912,-7.43855844,0.472781369,25.64709966,31.64043149
3.017764521,-2.400317832,-6.759613334,-3.438793681,-3.175736317,17.94422455,-35.04826199,-33.53669042,13.06636954,-7.426380414,0.478683762,25.64822418,31.64052743
-2.573831064,-2.811828278,-7.135964725,0.015239972,-0.454751991,18.76483041,-35.78136376,-33.06439837,13.13174446,-7.414232653,0.484591665,25.64934051,31.64062382
-4.721465714,-2.403155722,-2.913160766,3.712513335,2.241127913,19.28695226,-36.37934675,-32.55780826,13.19478552,-7.402116049,0.490504919,25.65044866,31.64072067
3.142190953,0.833696219,3.390268006,6.770245423,4.634141273,19.5066645,-36.83477553,-32.01669371,13.25550436,-7.390031494,0.496423366,25.65154865,31.64081798
4.634661962,3.641361169,8.032627565,8.273988866,6.446525968,19.42205891,-37.14197635,-31.44108395,13.31391265,-7.37797988,0.502346846,25.65264049,31.64091575
3.746676003,2.775197744,8.022592311,7.536555529,7.46696155,19.03947551,-37.30329621,-30.83123575,13.37002203,-7.365962099,0.508275199,25.65372421,31.64101398
1.668399999,-0.689454261,3.860614457,4.862421248,7.747903205,18.37135033,-37.32359829,-30.18762253,13.42384415,-7.353979042,0.514208267,25.65479981,31.64111266
-5.014791893,-4.110913316,-2.104100227,1.113829204,7.40096044,17.44338808,-37.20792389,-29.51103246,13.47539066,-7.342031603,0.520145891,25.65586731,31.6412118
2.132455486,-5.24169379,-7.26213021,-2.764350396,6.538459284,16.2832049,-36.96245081,-28.80237306,13.52467322,-7.330120672,0.526087911,25.65692674,31.64131141
5.195017896,-3.844801757,-9.273082859,-5.827247344,5.273402664,14.91805399,-36.59365809,-28.06256456,13.57170346,-7.318247141,0.532034169,25.6579781,31.64141147
3.318844104,-0.168502589,-7.308359605,-7.374264932,3.719047361,13.37518858,-36.10802477,-27.2925272,13.61649305,-7.306411903,0.537984505,25.65902141,31.64151199
-3.919628312,4.986270875,-2.570578852,-7.655400021,1.982639354,11.68186188,-35.51202991,-26.49318122,13.65905364,-7.294615849,0.54393876,25.66005669,31.64161297
-5.966613517,7.620935654,3.224065748,-7.061582957,0.14623524,9.865327091,-34.81215253,-25.66544685,13.69939686,-7.282859872,0.549896775,25.66108395,31.64171441
6.459531464,4.939422482,8.299535489,-5.968122697,-1.704255578,7.952837436,-34.0148717,-24.81024432,13.73753438,-7.271144863,0.555858391,25.66210321,31.64181631
-1.069526997,-0.481383544,11.01681391,-4.753872453,-3.479379439,5.971646126,-33.12666645,-23.92849389,13.77347785,-7.259471714,0.561823448,25.66311449,31.64191866
